Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,21,HOU,NBA,PF,3,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0.3,0.3,0,0.3,0,0,0,0
2016-17,22,HOU,NBA,PF,77,2,18.4,2.6,5.6,0.473,0.8,2.4,0.321,1.9,3.1,0.591,0.543,0.5,0.9,0.559,1.2,2.5,3.7,1,0.5,0.3,0.5,1.1,6.5
2017-18,23,LAC,NBA,PF,73,1,12.1,1.8,3.5,0.494,0.1,0.8,0.167,1.6,2.7,0.593,0.514,0.5,0.8,0.661,0.6,1.8,2.4,0.5,0.3,0.1,0.5,1,4.2
2018-19,24,TOT,NBA,PF,47,5,16.8,2.6,5.4,0.469,0.4,1.3,0.306,2.1,4.1,0.521,0.506,0.6,1,0.609,1.1,2,3.1,1,0.8,0.1,0.5,1,6.1
2018-19,24,CLE,NBA,PF,9,5,18.8,2.4,5.3,0.458,0.6,1.4,0.385,1.9,3.9,0.486,0.51,0.9,1.1,0.8,1,2.7,3.7,1,1.2,0,0.6,1.4,6.3
2018-19,24,WAS,NBA,PF,38,0,16.3,2.6,5.5,0.471,0.4,1.3,0.286,2.2,4.2,0.528,0.505,0.5,0.9,0.556,1.2,1.9,3,1,0.7,0.2,0.5,0.9,6.1
Career,NA,,NBA,,200,8,15.5,2.3,4.7,0.478,0.4,1.5,0.288,1.8,3.2,0.57,0.525,0.5,0.9,0.606,1,2.1,3,0.8,0.5,0.2,0.5,1,5.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,HOU,NBA,,80,2,17.8,2.5,5.4,0.473,0.8,2.3,0.321,1.8,3,0.591,0.543,0.5,0.9,0.559,1.2,2.4,3.6,1,0.5,0.3,0.5,1,6.3
1 season,NA,LAC,NBA,,73,1,12.1,1.8,3.5,0.494,0.1,0.8,0.167,1.6,2.7,0.593,0.514,0.5,0.8,0.661,0.6,1.8,2.4,0.5,0.3,0.1,0.5,1,4.2
1 season,NA,WAS,NBA,,38,0,16.3,2.6,5.5,0.471,0.4,1.3,0.286,2.2,4.2,0.528,0.505,0.5,0.9,0.556,1.2,1.9,3,1,0.7,0.2,0.5,0.9,6.1
1 season,NA,CLE,NBA,,9,5,18.8,2.4,5.3,0.458,0.6,1.4,0.385,1.9,3.9,0.486,0.51,0.9,1.1,0.8,1,2.7,3.7,1,1.2,0,0.6,1.4,6.3
