Season,Team,Lg,Salary
1998-99,Dallas Mavericks,NBA,"$1,472,640"
1999-00,Dallas Mavericks,NBA,"$1,583,040"
2000-01,Dallas Mavericks,NBA,"$1,693,560"
2001-02,Dallas Mavericks,NBA,"$2,157,595"
2002-03,Dallas Mavericks,NBA,"$10,067,750"
2003-04,Dallas Mavericks,NBA,"$11,326,219"
2004-05,Dallas Mavericks,NBA,"$12,584,688"
2005-06,Dallas Mavericks,NBA,"$13,843,156"
2006-07,Dallas Mavericks,NBA,"$15,101,625"
2007-08,Dallas Mavericks,NBA,"$16,360,094"
2008-09,Dallas Mavericks,NBA,"$18,077,904"
2009-10,Dallas Mavericks,NBA,"$19,795,714"
2010-11,Dallas Mavericks,NBA,"$17,278,618"
2011-12,Dallas Mavericks,NBA,"$19,092,873"
2012-13,Dallas Mavericks,NBA,"$20,907,128"
2013-14,Dallas Mavericks,NBA,"$22,721,381"
2014-15,Dallas Mavericks,NBA,"$7,974,482"
2015-16,Dallas Mavericks,NBA,"$8,333,334"
2016-17,Dallas Mavericks,NBA,"$25,000,000"
2017-18,Dallas Mavericks,NBA,"$5,000,000"
2018-19,Dallas Mavericks,NBA,"$5,000,000"
Career,(may be incomplete),,"$255,371,801"
