Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,23,SEA,NBA,C,82,NA,2424,568,1162,0.489,348,529,0.658,NA,NA,776,99,NA,NA,316,1484
1968-69,24,SEA,NBA,C,82,NA,3104,776,1655,0.469,413,606,0.682,NA,NA,941,141,NA,NA,322,1965
1969-70,25,SEA,NBA,C,80,NA,2959,789,1705,0.463,387,542,0.714,NA,NA,825,144,NA,NA,278,1965
1970-71,26,SEA,NBA,C,4,NA,142,47,98,0.48,25,30,0.833,NA,NA,46,7,NA,NA,14,119
1971-72,27,TOT,NBA,C,76,NA,2230,461,1058,0.436,226,335,0.675,NA,NA,534,116,NA,NA,189,1148
1971-72,27,SEA,NBA,C,16,NA,243,45,124,0.363,23,43,0.535,NA,NA,55,6,NA,NA,27,113
1971-72,27,PHI,NBA,C,60,NA,1987,416,934,0.445,203,292,0.695,NA,NA,479,110,NA,NA,162,1035
1972-73,28,TOT,NBA,C,52,NA,452,60,158,0.38,20,31,0.645,NA,NA,108,38,NA,NA,68,140
1972-73,28,PHI,NBA,C,3,NA,12,0,1,0,0,0,NA,NA,NA,2,1,NA,NA,2,0
1972-73,28,CLE,NBA,C,49,NA,440,60,157,0.382,20,31,0.645,NA,NA,106,37,NA,NA,66,140
1973-74,29,CLE,NBA,C,26,NA,540,76,192,0.396,34,46,0.739,43,60,103,47,12,10,71,186
1974-75,30,MIL,NBA,C,1,NA,11,0,1,0,0,0,NA,0,0,0,2,0,0,2,0
Career,NA,,NBA,,403,NA,11862,2777,6029,0.461,1453,2119,0.686,43,60,3333,594,12,10,1260,7007
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,SEA,NBA,,264,NA,8872,2225,4744,0.469,1196,1750,0.683,NA,NA,2643,397,NA,NA,957,5646
2 seasons,NA,CLE,NBA,,75,NA,980,136,349,0.39,54,77,0.701,43,60,209,84,12,10,137,326
2 seasons,NA,PHI,NBA,,63,NA,1999,416,935,0.445,203,292,0.695,NA,NA,481,111,NA,NA,164,1035
1 season,NA,MIL,NBA,,1,NA,11,0,1,0,0,0,NA,0,0,0,2,0,0,2,0
