Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,24,MNL,BAA,C,60,,,9.7,23.4,.416,8.9,11.5,.772,,3.6,4.3,28.3
1949-50,25,MNL,NBA,C,68,,,9.5,23.5,.407,8.3,10.7,.779,,2.9,4.4,27.4
1950-51,26,MNL,NBA,C,68,,,10.0,23.3,.428,8.5,10.5,.803,14.1,3.1,4.5,28.4
1951-52,27,MNL,NBA,C,64,,40.2,8.5,22.1,.385,6.8,8.7,.780,13.5,3.0,4.5,23.8
1952-53,28,MNL,NBA,C,70,,37.9,7.1,17.9,.399,6.3,8.1,.780,14.4,2.9,4.1,20.6
1953-54,29,MNL,NBA,C,72,,32.8,6.1,16.1,.380,5.9,7.6,.777,14.3,2.4,3.7,18.1
1954-55,30,Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired)
1955-56,31,MNL,NBA,C,37,,20.7,4.0,10.1,.395,2.5,3.3,.770,8.3,1.4,4.1,10.5
Career,NA,,TOT,,439,,34.4,8.1,20.0,.404,7.0,8.9,.782,13.4,2.8,4.2,23.1
,NA,,NBA,,379,,34.4,7.8,19.5,.401,6.7,8.5,.784,13.4,2.7,4.2,22.3
,NA,,BAA,,60,,,9.7,23.4,.416,8.9,11.5,.772,,3.6,4.3,28.3
