Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,23,HOU,NBA,PF,58,NA,18.5,2.2,4.3,0.512,0.8,1.3,0.635,1.4,2.9,4.3,1.3,0.6,0.3,NA,2.8,5.2
1974-75,24,NOJ,NBA,PF,77,NA,28.3,3.3,7.4,0.445,1.5,2.2,0.699,2.5,4.7,7.1,1.4,1.1,0.5,NA,3.6,8.1
1975-76,25,NOJ,NBA,PF,67,NA,27.6,3.2,7.1,0.451,0.9,1.3,0.663,1.9,4.4,6.3,1.3,0.8,0.4,NA,3.4,7.3
1976-77,26,NOJ,NBA,PF,77,NA,30.8,3.8,8.2,0.462,1.1,1.5,0.732,1.9,5.2,7.1,1.3,0.8,0.4,NA,3.6,8.6
1977-78,27,GSW,NBA,PF,72,NA,25,2.9,6.2,0.475,0.6,0.8,0.727,1.6,3.6,5.2,1.4,0.9,0.3,1.3,3.5,6.4
1978-79,28,HOU,NBA,PF,6,NA,6.5,0.8,1.2,0.714,0.2,0.2,1,0.2,1,1.2,0.2,0.3,0,0,1.8,1.8
Career,NA,,NBA,,357,NA,26.1,3.1,6.7,0.464,1,1.4,0.694,1.9,4.2,6,1.3,0.9,0.4,1.2,3.4,7.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NOJ,NBA,,221,NA,28.9,3.4,7.6,0.453,1.2,1.7,0.7,2.1,4.8,6.9,1.3,0.9,0.4,NA,3.5,8
1 season,NA,GSW,NBA,,72,NA,25,2.9,6.2,0.475,0.6,0.8,0.727,1.6,3.6,5.2,1.4,0.9,0.3,1.3,3.5,6.4
2 seasons,NA,HOU,NBA,,64,NA,17.4,2.1,4,0.518,0.8,1.2,0.64,1.3,2.8,4,1.2,0.6,0.3,0,2.7,4.9
